title,review_structured,parsed_rate
Privacy-preserving Representation Learning by Disentanglement | OpenReview,"{""strengths"": [""Addresses privacy concerns"", ""Demonstrates feasibility on specific task"", ""Provides a novel approach""], ""weaknesses"": [""Lack of explicit private features"", ""Limited to supervised and weakly-supervised tasks"", ""May not generalize to other datasets""]}",8.5
WORD SEQUENCE PREDICTION FOR AMHARIC LANGUAGE | OpenReview,"{""strengths"": [], ""weaknesses"": []}",
Black-box Adversarial Attacks with Bayesian Optimization | OpenReview,"{""strengths"": [], ""weaknesses"": []}",
Depth creates no more spurious local minima in linear networks | OpenReview,"{""strengths"": [""Novel proof of the existence of no spurious local minima in deep linear networks"", ""Builds on previous work"", ""Implication for quadratic loss""], ""weaknesses"": [""Assumes convex differentiable loss"", ""Assumes linear networks"", ""May not generalize to non-linear networks""]}",8.5
Unsupervised Distillation of Syntactic Information from Contextualized Word Representations | OpenReview,"{""strengths"": [""Improves upon existing contextualized representations by separating semantics and structure"", ""Provides a novel approach to unsupervised disentanglement of semantic and structural information"", ""Demonstrates utility in few-shot parsing setting""], ""weaknesses"": [""Limited to specific task of few-shot parsing"", ""May not generalize to other NLP tasks"", ""Dependence on quality of generated sentence groups""]}",8.4
Teaching GAN to generate per-pixel annotation | OpenReview,"{""strengths"": [""Method demonstrates good high-level representation of target data"", ""Proposed method outperforms supervised training with limited samples"", ""Method can be used for creating training dataset for semantic segmentation networks""], ""weaknesses"": [""Limited experimental details"", ""No evaluation metrics provided"", ""Potential lack of robustness to varying scenes and classes""]}",8.5
How many weights are enough : can tensor factorization learn efficient policies ? | OpenReview,"{""strengths"": [""Improves sample efficiency"", ""Reduces overparameterization"", ""Uses wavelet scattering for coefficient reduction""], ""weaknesses"": [""May not generalize well"", ""Forgetting of top convolutional layer filters could be a limitation"", ""Dependence on second-order optimization""]}",8.0
Promoting Coordination through Policy Regularization in Multi-Agent Deep Reinforcement Learning | OpenReview,"{""strengths"": [""Clear explanation of coordination challenge"", ""Thorough experimentation with baselines"", ""Contribution of two novel approaches""], ""weaknesses"": [""Limited scope of tasks tested"", ""Insufficient discussion of theoretical foundations"", ""No comparison to other regularization methods""]}",8.4
Continual Learning via Principal Components Projection | OpenReview,"{""strengths"": [""Proposes a novel approach"", ""Empirical evaluation shows marked improvement"", ""No need for stored data from previous tasks""], ""weaknesses"": [""Difficulty in ensuring orthogonality"", ""Potential computational complexity"", ""Limited evaluation metrics""]}",8.5
"Deep Imitative Models for Flexible Inference, Planning, and Control | OpenReview","{""strengths"": [""proposes novel approach combining IL and planning"", ""demonstrates robustness to poorly-specified goals"", ""efficiently learned from expert demonstrations""], ""weaknesses"": [""difficult to specify reward functions"", ""may require large amounts of expert data"", ""evaluation on a single task may not be generalizable""]}",8.5
Learning to Transfer Learn | OpenReview,"{""strengths"": [""Improves transfer learning on target datasets"", ""Employs adaptive weights for scaling losses"", ""Consistently outperforms fine-tuning baselines""], ""weaknesses"": [""Lack of clarity on the role of reinforcement learning"", ""Dependence on performance metric on target validation set"", ""Potential for overfitting""]}",8.5
Sparsity Meets Robustness: Channel Pruning for the Feynman-Kac Formalism Principled Robust Deep Neural Nets | OpenReview,"{""strengths"": [""Improves robustness"", ""Increases accuracy"", ""Adversarially trains DNNs""], ""weaknesses"": []}",8.7
On the Anomalous Generalization of GANs | OpenReview,"{""strengths"": [], ""weaknesses"": []}",
Prox-SGD: Training Structured Neural Networks under Regularization and Constraints | OpenReview,"{""strengths"": [], ""weaknesses"": []}",
Learning to Guide Random Search | OpenReview,"{""strengths"": [""manifold learning approach"", ""dimensionality-independent rates"", ""empirical evaluation on continuous optimization benchmarks""], ""weaknesses"": [""dependence on function evaluations only"", ""lack of explicit model for the manifold"", ""potential overfitting risk""]}",8.4
Learning to Control PDEs with Differentiable Physics | OpenReview,"{""strengths"": [""Novel approach combining differentiable PDE solver and predictor-corrector scheme"", ""Successful demonstration of controlling complex nonlinear physical systems"", ""Application to multiple PDEs, including Navier-Stokes equations""], ""weaknesses"": [""Limited applicability to systems with many more degrees of freedom"", ""Potential need for further exploration of robustness to noise and uncertainty"", ""Dependence on quality of PDE solver implementation""]}",8.5
Natural Language Adversarial Attack and Defense in Word Level | OpenReview,"{""strengths"": [""proposes novel adversarial defense method"", ""evaluates existing attacks"", ""proposes strong attack method""], ""weaknesses"": [""limited evaluation of SEM's robustness"", ""no discussion of generalizability"", ""lack of human evaluation of attack success""]}",8.5
The intriguing role of module criticality in the generalization of deep networks | OpenReview,"{""strengths"": [""Novel proposal of a complexity measure for module criticality"", ""Connection to generalization performance"", ""Explains superiority of some architectures over others""], ""weaknesses"": [""Lack of empirical evaluation of the proposed measure"", ""Dependence on loss landscape analysis"", ""Limited scope to other types of neural networks""]}",8.0
VIDEO AFFECTIVE IMPACT PREDICTION WITH MULTIMODAL FUSION AND LONG-SHORT TEMPORAL CONTEXT | OpenReview,"{""strengths"": [""Multimodal fusion strategy"", ""Temporal context fusion"", ""Proposed progressive training strategy""], ""weaknesses"": [""Limited explanation of modality-specific pre-trained models"", ""No discussion of potential overfitting"", ""Lack of comparison to other state-of-the-art methods on specific metrics""]}",
Deep Relational Factorization Machines | OpenReview,"{""strengths"": [], ""weaknesses"": []}",
On Weight-Sharing and Bilevel Optimization in Architecture Search | OpenReview,"{""strengths"": [], ""weaknesses"": []}",
Implicit Generative Modeling for Efficient Exploration | OpenReview,"{""strengths"": [""Improves exploration efficiency with model uncertainty estimation"", ""Consistently outperforms competing approaches in challenging tasks"", ""Implicit generative modeling approach""], ""weaknesses"": [""Limited applicability to tasks with dense rewards"", ""Dependence on the quality of the generative model"", ""Amortized Stein Variational Gradient Descent might be computationally expensive""]}",8.5
Thinking While Moving: Deep Reinforcement Learning with Concurrent Control | OpenReview,"{""strengths"": [], ""weaknesses"": []}",
DeepSimplex: Reinforcement Learning of Pivot Rules Improves the Efficiency of Simplex Algorithm in Solving Linear Programming Problems | OpenReview,"{""strengths"": [], ""weaknesses"": []}",
Classification as Decoder: Trading Flexibility for Control in Multi Domain Dialogue | OpenReview,"{""strengths"": [], ""weaknesses"": []}",
Accelerating First-Order Optimization Algorithms | OpenReview,"{""strengths"": [""simple and intuitive"", ""can accelerate existing optimizers"", ""converges quickly""], ""weaknesses"": [""limited to first-order optimization algorithms"", ""no clear explanation of the modification rule"", ""no comparison to baseline methods""]}",8.3
Star-Convexity in Non-Negative Matrix Factorization | OpenReview,"{""strengths"": [], ""weaknesses"": []}",
Improved Generalization Bound of Permutation Invariant Deep Neural Networks | OpenReview,"{""strengths"": [], ""weaknesses"": []}",
Imagining the Latent Space of a Variational Auto-Encoders | OpenReview,"{""strengths"": [""Improves understanding of VAE latent space"", ""Utilizes GAN-style decoder"", ""Provides visualizations""], ""weaknesses"": [""Depends on specific GAN architecture"", ""May not be applicable to all VAEs"", ""Limited to standard VAEs and -VAEs only""]}",8.0
ROBUST SINGLE-STEP ADVERSARIAL TRAINING | OpenReview,"{""strengths"": [""proposes novel single-step adversarial training method with dropout scheduling"", ""achieves on-par results with state-of-the-art multi-step adversarial training method"", ""provides insight into the gradient masking effect""], ""weaknesses"": [""over-reliance on gradient masking effect may not generalize to other domains"", ""potential over-fitting of models during initial stages of training"", ""limited exploration of multi-step adversarial attacks""]}",8.8
Spatially Parallel Attention and Component Extraction for Scene Decomposition | OpenReview,"{""strengths"": [""scalability"", ""foreground/background distinction"", ""unified probabilistic modeling framework""], ""weaknesses"": [""limited evaluation on specific tasks"", ""no comparison with state-of-the-art methods"", ""potential overfitting""]}",8.5
Chart Auto-Encoders for Manifold Structured Data | OpenReview,"{""strengths"": [], ""weaknesses"": []}",
Role of two learning rates in convergence of model-agnostic meta-learning | OpenReview,"{""strengths"": [""Contribution to understanding MAML convergence"", ""Derivation of conditions for convergence"", ""Experimental verification""], ""weaknesses"": [""Limited scope to specific tasks"", ""Potential for oversimplification"", ""Difficulty in generalizing to other methods""]}",8.4
Rethinking Curriculum Learning With Incremental Labels And Adaptive Compensation | OpenReview,"{""strengths"": [""Improves performance with adaptive compensation"", ""Outperforms comparable methods in batch learning"", ""Extends to state-of-the-art performance with minimal modifications""], ""weaknesses"": [""Assumes access to ground-truth labels"", ""Limited to image benchmarks"", ""May require significant computational overhead in the adaptive compensation phase""]}",8.5
Style-based Encoder Pre-training for Multi-modal Image Synthesis | OpenReview,"{""strengths"": [""Improves training efficiency"", ""Generates state-of-the-art results"", ""Style-based approach""], ""weaknesses"": [""Limited exploration of proxy task"", ""May not capture complex relationships between domains"", ""Simple training objective may not be robust to noise""]}",9.2
Learning robust visual representations using data augmentation invariance | OpenReview,"{""strengths"": [], ""weaknesses"": []}",
Identifying through Flows for Recovering Latent Representations | OpenReview,"{""strengths"": [""Improves upon iVAE by directly maximizing marginal likelihood"", ""Provides theoretical guarantees on identifiability"", ""Allows for end-to-end training of flow-based models""], ""weaknesses"": [""May require significant computational resources due to complexity of flow models"", ""Limited to synthetic data validation in simulations"", ""May not generalize well to real-world data""]}",8.4
Unsupervised Domain Adaptation through Self-Supervision | OpenReview,"{""strengths"": [""Aligns learned representations of source and target domains"", ""Preserves discriminability"", ""Easy to implement and optimize objective""], ""weaknesses"": [""Limited evaluation on segmentation adaptation"", ""Competition with other methods"", ""Lack of human evaluation""]}",8.0
Universal approximations of permutation invariant/equivariant functions by deep neural networks | OpenReview,"{""strengths"": [""Novel approach to approximating permutation invariant/equivariant functions"", ""Potential for exponentially fewer free parameters""], ""weaknesses"": [""Limited scope to finite group"", ""Dependence on representation theory""]}",8.0
SoftAdam: Unifying SGD and Adam for better stochastic gradient descent | OpenReview,"{""strengths"": [], ""weaknesses"": []}",
Correctness Verification of Neural Network | OpenReview,"{""strengths"": [""Proposes novel correctness verification method"", ""Tight error bounds for neural networks"", ""Case studies for validation""], ""weaknesses"": [""Assumes finite number of tiles"", ""Limited to perception tasks"", ""May not be applicable to other domains""]}",8.0
Gaussian MRF Covariance Modeling for Efficient Black-Box Adversarial Attacks | OpenReview,"{""strengths"": [""Exploits the structure of input data using MRF"", ""Fewer queries than state-of-the-art methods"", ""One-step attacks in black-box setting""], ""weaknesses"": []}",8.8
Learning transitional skills with intrinsic motivation | OpenReview,"{""strengths"": [""Proposes novel approach to learning transitional skills"", ""Demonstrates effectiveness on diverse simulated tasks"", ""Compares to state-of-the-art baseline""], ""weaknesses"": [""Lack of explicit evaluation of LTS vs. DIAYN"", ""Limited scope to real-world tasks"", ""Dependence on simulated tasks""]}",8.5
A Group-Theoretic Framework for Knowledge Graph Embedding | OpenReview,"{""strengths"": [""Group-theoretic framework for knowledge graph embedding"", ""Naturally accommodates local graph patterns"", ""Reinterprets state-of-the-art models as embeddings with different groups""], ""weaknesses"": []}",9.2
Gradient $ell_1$ Regularization for Quantization Robustness | OpenReview,"{""strengths"": [""Improves robustness against quantization noise"", ""Enables on the fly post-training quantization"", ""Paves the way for efficient bit-width adaptation""], ""weaknesses"": [""Assumes access to training data"", ""Requires modifications to training pipeline"", ""Limited applicability to non-quantization tasks""]}",8.5
PROTOTYPE-ASSISTED ADVERSARIAL LEARNING FOR UNSUPERVISED DOMAIN ADAPTATION | OpenReview,"{""strengths"": [], ""weaknesses"": []}",
Modeling Fake News in Social Networks with Deep Multi-Agent Reinforcement Learning | OpenReview,"{""strengths"": [], ""weaknesses"": []}",
A Hierarchy of Graph Neural Networks Based on Learnable Local Features | OpenReview,"{""strengths"": [""Proposes a systematic framework for constructing graph neural networks"", ""Demonstrates the theoretical power of the proposed framework"", ""Empirically validates the framework on various benchmarks""], ""weaknesses"": [""Limited understanding of how to compare different architectures"", ""May not be directly applicable to all graph types"", ""Does not provide a clear explanation of the Weisfeiler-Lehman graph isomorphism test""]}",8.5
Learning Nearly Decomposable Value Functions Via Communication Minimization | OpenReview,"{""strengths"": [], ""weaknesses"": []}",
AMUSED: A Multi-Stream Vector Representation Method for Use In Natural Dialogue | OpenReview,"{""strengths"": [], ""weaknesses"": []}",
Quantum algorithm for finding the negative curvature direction | OpenReview,"{""strengths"": [""Improves upon classical methods"", ""Faster query complexity"", ""Efficient read-out algorithm""], ""weaknesses"": [""Lack of experimental results"", ""Theoretical proof only"", ""Limited applicability to specific cases""]}",8.0
Increasing batch size through instance repetition improves generalization | OpenReview,"{""strengths"": [""Improves generalization"", ""Reduces number of updates"", ""Enables concurrent use of resources""], ""weaknesses"": []}",8.0
Linear Symmetric Quantization of Neural Networks for Low-precision Integer Hardware | OpenReview,"{""strengths"": [], ""weaknesses"": []}",
Disentangling Improves VAEs* Robustness to Adversarial Attacks | OpenReview,"{""strengths"": [""Improved robustness to adversarial attacks"", ""Higher quality reconstructions"", ""New approach to disentanglement""], ""weaknesses"": [""Limited experimental results"", ""Potential impact on real-world applications unclear"", ""Lack of detailed explanations""]}",8.3
On the implicit minimization of alternative loss functions when training deep networks | OpenReview,"{""strengths"": [""Provides a unique approach to understanding implicit bias in neural networks"", ""Examines the effect of batch size and learning rate on loss functions"", ""Introduces a new Gcdf loss function with a clear connection to margin-based loss functions""], ""weaknesses"": [""Limited scope, focusing on only three loss functions"", ""Lack of experimentation with other loss functions"", ""Insufficient exploration of the relationship between implicit bias and generalization""]}",8.2
Defensive Tensorization: Randomized Tensor Parametrization for Robust Neural Networks | OpenReview,"{""strengths"": [""Proposes novel defense technique"", ""Demonstrates effectiveness on multiple benchmarks"", ""Easily integratable with existing architectures""], ""weaknesses"": [""Limited applicability to non-image and non-audio tasks"", ""Potential computational overhead due to factorization"", ""Requires domain-specific knowledge of neural networks""]}",8.8
Neural Symbolic Reader: Scalable Integration of Distributed and Symbolic Representations for Reading Comprehension | OpenReview,"{""strengths"": [], ""weaknesses"": []}",
From Here to There: Video Inbetweening Using Direct 3D Convolutions | OpenReview,"{""strengths"": [], ""weaknesses"": []}",
ES-MAML: Simple Hessian-Free Meta Learning | OpenReview,"{""strengths"": [""conceptually simple"", ""easy to implement"", ""competitive with existing methods""], ""weaknesses"": [""estimating second derivatives using backpropagation"", ""may incur difficulties with policy gradients"", ""may require additional techniques for performance improvement""]}",8.5
All Simulations Are Not Equal: Simulation Reweighing for Imperfect Information Games | OpenReview,"{""strengths"": [""Improves simulation efficiency"", ""Increases decision quality"", ""Adaptable to imperfect information games""], ""weaknesses"": [""Dependent on quality of ISSN"", ""Requires significant computational power"", ""May not generalize well to new scenarios""]}",8.5
In-training Matrix Factorization for Parameter-frugal Neural Machine Translation | OpenReview,"{""strengths"": [], ""weaknesses"": []}",
Knowledge Consistency between Neural Networks and Beyond | OpenReview,"{""strengths"": [""Generic definition of knowledge consistency"", ""Task-agnostic method for disentangling feature components""], ""weaknesses"": [""Limited scope to specific applications"", ""Potential for high computational requirements""]}",8.5
A Random Matrix Perspective on Mixtures of Nonlinearities in High Dimensions | OpenReview,"{""strengths"": [""Provides a novel analysis of large neural networks in high dimensions"", ""Offers a new perspective on the role of bias in neural networks"", ""May have implications for neural network architecture design""], ""weaknesses"": [""Lack of clarity on the applicability of results to real-world datasets"", ""Limited scope to non-noisy autoencoding tasks"", ""Dependence on random feature and weight matrices""]}",8.2
Feature Selection using Stochastic Gates | OpenReview,"{""strengths"": [""Novel approach to non-linear feature selection"", ""Information-theoretic justification"", ""Experimental evaluation on synthetic and real-life data""], ""weaknesses"": []}",8.0
NeurQuRI: Neural Question Requirement Inspector for Answerability Prediction in Machine Reading Comprehension | OpenReview,"{""strengths"": [""Novel attention-based loss function"", ""Improved performance on SQuAD 2.0 dataset"", ""Consistent results across state-of-the-art methods""], ""weaknesses"": [""Limited evaluation on out-of-domain questions"", ""Potential over-reliance on SQuAD 2.0 dataset"", ""Difficulty in handling complex conditions""]}",8.5
Variational Diffusion Autoencoders with Random Walk Sampling | OpenReview,"{""strengths"": [], ""weaknesses"": []}",
Hindsight Trust Region Policy Optimization | OpenReview,"{""strengths"": [""Adapts TRPO to sparse reward environments"", ""Uses Monte Carlo with importance sampling for KL-divergence estimation"", ""Demonstrates high data-efficiency and fast convergence""], ""weaknesses"": [""Limited evaluation on continuous tasks"", ""May require significant computational resources for large datasets"", ""Assumes sufficient closeness of distributions for f-divergence approximation""]}",8.5
Making Efficient Use of Demonstrations to Solve Hard Exploration Problems | OpenReview,"{""strengths"": [""Improves exploration efficiency"", ""Handles variable initial conditions"", ""Solves multiple hard exploration problems""], ""weaknesses"": [""Limited to partially observable environments"", ""May struggle with fully observable environments"", ""No evaluation metrics provided""]}",8.5
Is my Deep Learning Model Learning more than I want it to? | OpenReview,"{""strengths"": [""Novel metric for trust score"", ""Model-agnostic solution framework"", ""Simulated benchmark dataset""], ""weaknesses"": [""Assumes the presence of ground truth labels"", ""Dependence on specific models"", ""Limited generalizability""]}",7.8
ICNN: INPUT-CONDITIONED FEATURE REPRESENTATION LEARNING FOR TRANSFORMATION-INVARIANT NEURAL NETWORK | OpenReview,"{""strengths"": [""Improves upon traditional CNNs by incorporating contextual information"", ""Demonstrates consistent improvement on multiple datasets"", ""Enhances modeling capacity with input-conditioned filter generation""], ""weaknesses"": [""May require significant computational resources"", ""Dependence on quality of input-conditioned filter generation"", ""Potential overfitting with insufficient training data""]}",8.5
A NEW POINTWISE CONVOLUTION IN DEEP NEURAL NETWORKS THROUGH EXTREMELY FAST AND NON PARAMETRIC TRANSFORMS | OpenReview,"{""strengths"": [""Efficient use of conventional transforms"", ""Reduced computational complexity"", ""No learnable parameters""], ""weaknesses"": [""Limited applicability to other tasks"", ""Insufficient exploration of transform types"", ""Potential for over-reliance on DWHT""]}",8.2
New Loss Functions for Fast Maximum Inner Product Search | OpenReview,"{""strengths"": [], ""weaknesses"": []}",
Deceptive Opponent Modeling with Proactive Network Interdiction for Stochastic Goal Recognition Control | OpenReview,"{""strengths"": [], ""weaknesses"": []}",
Encoder-Agnostic Adaptation for Conditional Language Generation | OpenReview,"{""strengths"": [""Improves upon existing encoder-agnostic adaptation methods"", ""Efficient data usage"", ""Strong performance on diverse conditional tasks""], ""weaknesses"": [""Limited to conditional text generation tasks"", ""Sensitivity to large parameter changes during tuning"", ""No evaluation of adversarial attacks or robustness""]}",8.2
Meta Learning via Learned Loss | OpenReview,"{""strengths"": [""Improves performance in both supervised and reinforcement learning tasks"", ""Flexible meta-learning framework"", ""Incorporates additional information at meta-train time""], ""weaknesses"": []}",8.3
Mixture Distributions for Scalable Bayesian Inference | OpenReview,"{""strengths"": [""Improves uncertainty estimation with Bayesian framework"", ""Reduces space complexity compared to Deep Ensembles"", ""Validated through various experiments""], ""weaknesses"": [""Not a true Bayesian approach"", ""May require significant modifications to original algorithms"", ""Limited to neural networks only""]}",8.5
Octave Graph Convolutional Network | OpenReview,"{""strengths"": [""Novelty of octave convolution on graphs"", ""Empirical validation of low-frequency components"", ""State-of-the-art performance on node classification""], ""weaknesses"": [""Limited explanation of theoretical foundation"", ""Dependence on weighted filters and graph wavelets bases"", ""Potential complexity in implementation""]}",8.5
Improving Generalization in Meta Reinforcement Learning using Neural Objectives | OpenReview,"{""strengths"": [""Improving Generalization"", ""Inspired by biological evolution"", ""Sample efficiency increase""], ""weaknesses"": [""Limited applicability"", ""No comparison to human-engineered RL algorithms"", ""Off-policy second-order gradients can be computationally expensive""]}",8.5
Simultaneous Classification and Out-of-Distribution Detection Using Deep Neural Networks | OpenReview,"{""strengths"": [], ""weaknesses"": []}",
EnsembleNet: A novel architecture for Incremental Learning | OpenReview,"{""strengths"": [], ""weaknesses"": []}",
Understanding the functional and structural differences across excitatory and inhibitory neurons | OpenReview,"{""strengths"": [""Clearly outlines the research question and approach"", ""Provides a clear example of the application of deep networks"", ""Contributes to our understanding of E and I neurons""], ""weaknesses"": [""Could benefit from more specific examples or case studies"", ""Some findings may be difficult to replicate"", ""May not be applicable to all neural networks""]}",8.0
TinyBERT: Distilling BERT for Natural Language Understanding | OpenReview,"{""strengths"": [], ""weaknesses"": []}",
IMPACT: Importance Weighted Asynchronous Architectures with Clipped Target Networks | OpenReview,"{""strengths"": [], ""weaknesses"": []}",
The Convex Information Bottleneck Lagrangian | OpenReview,"{""strengths"": [""proposes a general family of Lagrangians"", ""provides a one-to-one mapping between Lagrange multiplier and compression rate"", ""explores the IB curve in all scenarios""], ""weaknesses"": [""may be complex to implement"", ""requires further experimentation to validate"", ""may not generalize well to other problems""]}",8.0
N-BEATS: Neural basis expansion analysis for interpretable time series forecasting | OpenReview,"{""strengths"": [], ""weaknesses"": []}",
Kernel and Rich Regimes in Overparametrized Models | OpenReview,"{""strengths"": [""Clear motivation for the kernel regime"", ""Detailed analysis of scale of initialization"", ""Relevance to generalization properties""], ""weaknesses"": [""Limited to simple models"", ""Assumes homogeneous models"", ""Depends on Chizat and Bach's observation""]}",8.0
Stochastic AUC Maximization with Deep Neural Networks | OpenReview,"{""strengths"": [""Improves upon linear models for complex data"", ""Explores the use of Polyak-Lojasiewicz condition in stochastic AUC maximization"", ""Analyzes convergence rate with AdaGrad-style algorithm""], ""weaknesses"": [""Limited to deep neural networks"", ""Assumes big data availability"", ""Lacks explicit discussion of model interpretability""]}",8.2
Last-iterate convergence rates for min-max optimization | OpenReview,"{""strengths"": [""Novel application of HGD to convex-concave min-max optimization"", ""Improved convergence rates for nonconvex applications like GANs"", ""Extension to more general settings beyond bilinear and convex-strongly concave cases""], ""weaknesses"": [""Limited applicability to algorithms like Simultaneous Gradient Descent/Ascent"", ""Assumes a'sufficiently bilinear' condition which may not hold in all cases"", ""Potential for high computational cost due to the use of HGD""]}",8.0
Weakly Supervised Clustering by Exploiting Unique Class Count | OpenReview,"{""strengths"": [""Exploits unique class count to enable clustering without individual instance annotations"", ""Comparable performance to fully supervised learning models"", ""Real-world applicability in semantic segmentation of breast cancer metastases""], ""weaknesses"": [""No evaluation of robustness to noisy labels"", ""No comparison to strong baselines"", ""Lack of details on the architecture of the neural network based ucc classifier""]}",8.5
Global-Local Network for Learning Depth with Very Sparse Supervision | OpenReview,"{""strengths"": [], ""weaknesses"": []}",
Out-of-Distribution Image Detection Using the Normalized Compression Distance | OpenReview,"{""strengths"": [], ""weaknesses"": []}",
Conditional Learning of Fair Representations | OpenReview,"{""strengths"": [""novel algorithm design"", ""simultaneously mitigates disparity"", ""improves utility-fairness trade-off""], ""weaknesses"": [""limited real-world experiments"", ""impact on existing algorithms"", ""theoretical contribution""]}",8.2
Demystifying Graph Neural Network Via Graph Filter Assessment | OpenReview,"{""strengths"": [], ""weaknesses"": []}",
Generative Teaching Networks: Accelerating Neural Architecture Search by Learning to Generate Synthetic Training Data | OpenReview,"{""strengths"": [], ""weaknesses"": []}",
Economy Statistical Recurrent Units For Inferring Nonlinear Granger Causality | OpenReview,"{""strengths"": [""proposed approach leverages nonlinear modeling"", ""uses sparse estimate of internal parameters"", ""outperforms existing models in Granger causality inference""], ""weaknesses"": [""limited scope to pairwise Granger causality"", ""may be sensitive to noise in measurements"", ""computationally intensive training required""]}",8.5
Continuous Adaptation in Multi-agent Competitive Environments | OpenReview,"{""strengths"": [], ""weaknesses"": []}",
Black Box Recursive Translations for Molecular Optimization | OpenReview,"{""strengths"": [], ""weaknesses"": []}",
Rethinking Data Augmentation: Self-Supervision and Self-Distillation | OpenReview,"{""strengths"": [], ""weaknesses"": []}",
Modeling Winner-Take-All Competition in Sparse Binary Projections | OpenReview,"{""strengths"": [""Practical tool for real-world applications"", ""Significantly improved results over state-of-the-art methods"", ""Effective algorithm for optimal projection matrix""], ""weaknesses"": [""Limited to sparse binary projection models"", ""Requires input and output representations for supervised setting"", ""Potential for high computational complexity""]}",8.5
Neural Oblivious Decision Ensembles for Deep Learning on Tabular Data | OpenReview,"{""strengths"": [], ""weaknesses"": []}",
3D-SIC: 3D Semantic Instance Completion for RGB-D Scans | OpenReview,"{""strengths"": [], ""weaknesses"": []}",
Defending Against Physically Realizable Attacks on Image Classification | OpenReview,"{""strengths"": [""proposes novel attack method"", ""demonstrates effectiveness of adversarial training"", ""provides a generic defense against physically realizable attacks""], ""weaknesses"": [""limited scope to specific attack types"", ""attack method may not be effective against all attacks"", ""model evaluation metrics not detailed""]}",8.0
RATE-DISTORTION OPTIMIZATION GUIDED AUTOENCODER FOR GENERATIVE APPROACH | OpenReview,"{""strengths"": [], ""weaknesses"": []}",
Certified Robustness to Adversarial Label-Flipping Attacks via Randomized Smoothing | OpenReview,"{""strengths"": [""proposes a strategy to build robust classifiers"", ""uses randomized smoothing to guarantee test-time robustness"", ""achieves high certified accuracy""], ""weaknesses"": [""limited to label-flipping attacks"", ""assumes access to adversarial labels"", ""may not generalize to other types of attacks""]}",8.5
Variational inference of latent hierarchical dynamical systems in neuroscience: an application to calcium imaging data | OpenReview,"{""strengths"": [], ""weaknesses"": []}",
Generalized Inner Loop Meta-Learning | OpenReview,"{""strengths"": [], ""weaknesses"": []}",
BEAN: Interpretable Representation Learning with Biologically-Enhanced Artificial Neuronal Assembly Regularization | OpenReview,"{""strengths"": [""Enables the formations of interpretable and biologically plausible neuronal assemblies"", ""Improves the modularity and interpretability of the hidden representations"", ""Results in sparse and structured connectivity and parameter sharing""], ""weaknesses"": [""May require significant computational resources"", ""May not be directly applicable to all types of neural networks"", ""Limited understanding of biological neurons in the human brain""]}",8.4
Comparing Fine-tuning and Rewinding in Neural Network Pruning | OpenReview,"{""strengths"": [], ""weaknesses"": []}",
Benchmarking Model-Based Reinforcement Learning | OpenReview,"{""strengths"": [""Standardizing MBRL environments"", ""Benchmarking multiple algorithms"", ""Facilitating future research on MBRL""], ""weaknesses"": [""Limited focus on noisy environments"", ""Specificity of benchmarking environments"", ""Potential lack of generalizability""]}",8.0
Dynamical Distance Learning for Semi-Supervised and Unsupervised Skill Discovery | OpenReview,"{""strengths"": [""Automatic learning of dynamical distances for task goal shaping"", ""Application to real-world robot and simulation environments"", ""Use of preference supervision for semi-supervised learning""], ""weaknesses"": [""Limited applicability to tasks with highly complex or dynamic environments"", ""Potential need for significant computational resources to learn dynamical distances"", ""Limited evaluation of long-term performance of learned dynamical distances""]}",8.5
Towards Stable and comprehensive Domain Alignment: Max-Margin Domain-Adversarial Training | OpenReview,"{""strengths"": [""Improves domain adaptation by stabilizing gradient reversal"", ""Enhances feature-level and pixel-level domain alignment"", ""Robust to hyperparameter settings""], ""weaknesses"": [""Potential training instability due to reconstruction network"", ""Dependence on reconstruction network's quality"", ""Limited interpretability of learned feature space""]}",8.8
AutoQ: Automated Kernel-Wise Neural Network Quantization | OpenReview,"{""strengths"": [""Proposes a hierarchical-DRL-based kernel-wise network quantization technique"", ""Achieves significant reductions in inference latency and energy consumption""], ""weaknesses"": []}",8.5
Neural Outlier Rejection for Self-Supervised Keypoint Learning | OpenReview,"{""strengths"": [], ""weaknesses"": []}",
CrossNorm: On Normalization for Off-Policy Reinforcement Learning | OpenReview,"{""strengths"": [""Improves optimization stability"", ""Removes necessity of target networks"", ""Effective across a range of MuJoCo benchmark tasks""], ""weaknesses"": [""Not widely tested"", ""Potential over-reliance on off-policy data"", ""May not generalize to other domains""]}",8.5
LDMGAN: Reducing Mode Collapse in GANs with Latent Distribution Matching | OpenReview,"{""strengths"": [""Improves GAN stability"", ""Enhances diversity"", ""Addresses mode collapse""], ""weaknesses"": [""May not generalize to all domains"", ""Requires significant computational resources"", ""Latent space alignment might not always be effective""]}",8.2
Probabilistic Connection Importance Inference and Lossless Compression of Deep Neural Networks | OpenReview,"{""strengths"": [""Improves energy efficiency"", ""Enhances compression rates"", ""Maintains performance levels""], ""weaknesses"": [""Lack of explanation of the nonparametric scoring test"", ""Limited to DNNs only"", ""No discussion of potential noise in the inference process""]}",8.5
State Alignment-based Imitation Learning | OpenReview,"{""strengths"": [], ""weaknesses"": []}",
Learning Mahalanobis Metric Spaces via Geometric Approximation Algorithms | OpenReview,"{""strengths"": [], ""weaknesses"": []}",
